Precinct,1st Choice,2nd Choice,3rd Choice,count
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Steffanie Musich,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Steffanie Musich,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,UWI,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,UWI,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,UWI,UWI,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,UWI,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Bill Shroyer,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,UWI,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,UWI,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,UWI,UWI,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Bill Shroyer,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,UWI,UWI,UWI,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,Andrea Fahrenkrug,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,UWI,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Steffanie Musich,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Bill Shroyer,undervote,1
MINNEAPOLIS W-11 P-04,Bill Shroyer,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Bill Shroyer,UWI,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,undervote,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Steffanie Musich,Steffanie Musich,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
MINNEAPOLIS W-11 P-04,Andrea Fahrenkrug,Steffanie Musich,Bill Shroyer,1
MINNEAPOLIS W-11 P-04,Steffanie Musich,Andrea Fahrenkrug,undervote,1
MINNEAPOLIS W-11 P-04,undervote,undervote,undervote,1
