place,state,year,date,office,winner,special_election,incumbent,number_of_candidates,number_of_rounds,total_ballots,first_round_active_votes,final_round_active_votes,first_round_winner_vote,first_round_winner_percent,first_round_winner_place,final_round_winner_vote,final_round_winner_percent,winners_consensus_value,final_round_winner_votes_over_first_round_valid,total_fully_ranked,ranked_multiple,ranked_winner,total_undervote,first_round_overvote,total_ballots_with_overvote,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted,percent_exhausted,includes_duplicate_ranking,includes_skipped_ranking,turnout_percent,registered_voters,condorcet,come_from_behind,contest_rank_limit,ballot_style,ballot_marking_style,voting_equipment_used,link_to_results,cvr_available,notes,sort_for_cruncher_export,unique_id,contest_name,rcv_type,exhaust_on_overvote,exhaust_on_repeated_skipped_rankings,number_of_winners,total_pretally_exhausted,total_irregular,ranked_3_or_more,effective_ballot_length,tabulation_num
Minneapolis,MN,2009,11/6/2009,Ward 4 City Council,Barbara A. Johnson,,,4,3,3322.0,3299.0,3106.0,1546.0,46.862685662321915,1,1618.0,52.09272376046361,66.7474992421946,49.04516520157623,1250.0,1883.0,2202,23.0,0.0,0.0,0.0,0.0,193.0,0.0,193.0,,2.0,0.0,,,yes,no,3,,,,,,,,Minneapolis_11062009_Ward4CityCouncil_tab1,Minneapolis City Council Ward 4 2009,rcv_single_winner,,,1,0.0,2.0,1250.0,0: 23; 1: 1416; 2: 633; 3: 1250,1
Minneapolis,MN,2009,11/6/2009,Ward 5 City Council,Don Samuels,,,5,5,2200.0,2170.0,2024.0,1020.0,47.004608294930875,1,1131.0,55.879446640316196,63.87096774193548,52.11981566820276,981.0,1342.0,1386,30.0,0.0,0.0,0.0,0.0,129.0,17.0,146.0,,6.0,0.0,,,yes,no,3,,,,,,,,Minneapolis_11062009_Ward5CityCouncil_tab1,Minneapolis City Council Ward 5 2009,rcv_single_winner,,,1,0.0,6.0,981.0,0: 30; 1: 828; 2: 361; 3: 981,1
Minneapolis,MN,2009,11/6/2009,Ward 6 City Council,Robert Lilligren,,,6,1,1982.0,1930.0,1930.0,1020.0,52.84974093264248,1,1020.0,52.84974093264248,68.03108808290156,52.84974093264248,930.0,1259.0,1313,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,,,yes,no,3,,,,,,,,Minneapolis_11062009_Ward6CityCouncil_tab1,Minneapolis City Council Ward 6 2009,rcv_single_winner,,,1,0.0,4.0,930.0,0: 52; 1: 671; 2: 329; 3: 930,1
Minneapolis,MN,2009,11/6/2009,Ward 7 City Council,Lisa Goodman,,,3,1,4532.0,4392.0,4392.0,2997.0,68.23770491803278,1,2997.0,68.23770491803278,77.04918032786885,68.23770491803278,753.0,1519.0,3384,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,0.0,,,yes,no,3,,,,,,,,Minneapolis_11062009_Ward7CityCouncil_tab1,Minneapolis City Council Ward 7 2009,rcv_single_winner,,,1,0.0,15.0,753.0,0: 140; 1: 2873; 2: 766; 3: 753,1
Minneapolis,MN,2009,11/6/2009,Ward 8 City Council,Elizabeth Glidden,,,5,1,3239.0,3096.0,3096.0,2291.0,73.99870801033592,1,2291.0,73.99870801033592,88.0813953488372,73.99870801033592,938.0,1834.0,2727,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,,,yes,no,3,,,,,,,,Minneapolis_11062009_Ward8CityCouncil_tab1,Minneapolis City Council Ward 8 2009,rcv_single_winner,,,1,0.0,4.0,938.0,0: 143; 1: 1262; 2: 896; 3: 938,1
Minneapolis,MN,2009,11/6/2009,Ward 9 City Council,Gary Schiff,,,4,1,3035.0,2995.0,2995.0,1818.0,60.70116861435726,1,1818.0,60.70116861435726,80.86811352253757,60.70116861435726,958.0,1913.0,2422,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,1.0,,,yes,no,3,,,,,,,,Minneapolis_11062009_Ward9CityCouncil_tab1,Minneapolis City Council Ward 9 2009,rcv_single_winner,,,1,0.0,9.0,958.0,0: 40; 1: 1082; 2: 955; 3: 958,1
Berkeley,CA,2010,11/2/2010,City Auditor,Ann-Marie Hogan,,,1,1,45986.0,32145.0,32145.0,31428.0,97.76948203453102,1,31428.0,97.76948203453102,98.338777414839,97.76948203453102,31603.0,913.0,31611,13819.0,22.0,40.0,0.0,0.0,0.0,0.0,0.0,,9012.0,498.0,,,yes,no,3,,,,,,,,Berkeley_11022010_CityAuditor_tab1,2010 City Auditor - Berkeley Nov 2010cam,rcv_single_winner,,,1,22.0,9472.0,0.0,0: 13841; 1: 31240; 2: 905,1
Berkeley,CA,2010,11/2/2010,City Council District 1,Linda Maio,,,4,1,6426.0,5700.0,5700.0,3735.0,65.52631578947367,1,3735.0,65.52631578947367,83.94736842105263,65.52631578947368,2651.0,3620.0,4785,719.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,,518.0,36.0,,,yes,no,3,,,,,,,,Berkeley_11022010_CityCouncilDistrict1_tab1,"2010 Member, City Council, District 1 - Berkeley Nov 2010",rcv_single_winner,,,1,7.0,566.0,2651.0,0: 726; 1: 2087; 2: 962; 3: 2651,1
Berkeley,CA,2010,11/2/2010,City Council District 4,Jesse Arreguin,,,4,1,5708.0,4759.0,4759.0,2544.0,53.45660853120403,1,2544.0,53.45660853120403,76.99096448833788,53.45660853120403,2510.0,3425.0,3664,940.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,,341.0,38.0,,,yes,no,3,,,,,,,,Berkeley_11022010_CityCouncilDistrict4_tab1,"2010 Member, City Council, District 4 - Berkeley Nov 2010",rcv_single_winner,,,1,9.0,385.0,2510.0,0: 949; 1: 1341; 2: 908; 3: 2510,1
Berkeley,CA,2010,11/2/2010,City Council District 7,Kriss Worthington,,,3,2,4862.0,4184.0,4167.0,2078.0,49.66539196940726,1,2086.0,50.059995200383966,86.1376673040153,49.8565965583174,2523.0,3330.0,3604,673.0,5.0,18.0,0.0,0.0,17.0,0.0,17.0,,262.0,16.0,,,yes,no,3,,,,,,,,Berkeley_11022010_CityCouncilDistrict7_tab1,"2010 Member, City Council, District 7 - Berkeley Nov 2010",rcv_single_winner,,,1,5.0,293.0,2523.0,0: 678; 1: 862; 2: 799; 3: 2523,1
Berkeley,CA,2010,11/2/2010,City Council District 8,Gordon Wozniak,,,3,1,5333.0,4601.0,4601.0,2806.0,60.98674201260595,1,2806.0,60.98674201260595,84.48163442729842,60.98674201260595,2361.0,3431.0,3887,726.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,,290.0,19.0,,,yes,no,3,,,,,,,,Berkeley_11022010_CityCouncilDistrict8_tab1,"2010 Member, City Council, District 8 - Berkeley Nov 2010",rcv_single_winner,,,1,6.0,319.0,2361.0,0: 732; 1: 1179; 2: 1061; 3: 2361,1
Oakland,CA,2010,11/2/2010,City Auditor,Courtney Ruby,,,2,1,122268.0,97625.0,97625.0,65335.0,66.92445582586427,1,65335.0,66.92445582586427,87.7326504481434,66.92445582586429,56844.0,58495.0,85649,24521.0,122.0,363.0,0.0,0.0,0.0,0.0,0.0,,21148.0,1166.0,,,yes,no,3,,,,,,,,Oakland_11022010_CityAuditor_tab1,2010 City Auditor - Oakland Nov 2010,rcv_single_winner,,,1,122.0,22259.0,8733.0,0: 24643; 1: 39199; 2: 49693; 3: 8733,1
Oakland,CA,2010,11/2/2010,Mayor,Jean Quan,,,10,10,122268.0,119607.0,105769.0,29266.0,24.468467564607423,2,53897.0,50.957274815872324,62.58831004874297,45.061743877866675,86361.0,102560.0,74860,2306.0,355.0,1067.0,171.0,0.0,4522.0,9145.0,13838.0,,9862.0,481.0,,,yes,yes,3,,,,,,,,Oakland_11022010_Mayor_tab1,2010 Mayor of Oakland Nov 2010,rcv_single_winner,,,1,355.0,11205.0,86361.0,0: 2661; 1: 17436; 2: 15810; 3: 86361,1
Oakland,CA,2010,11/2/2010,City Council District 2,Patricia Kernighan,,,2,1,15243.0,13633.0,13633.0,8954.0,65.67886745397198,1,8954.0,65.67886745397198,82.99713929435927,65.67886745397198,6946.0,7190.0,11315,1599.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,,2492.0,158.0,,,yes,no,3,,,,,,,,Oakland_11022010_CityCouncilDistrict2_tab1,"2010 Member, City Council, District 2 - Oakland Nov 2010",rcv_single_winner,,,1,11.0,2624.0,964.0,0: 1610; 1: 6454; 2: 6215; 3: 964,1
Oakland,CA,2010,11/2/2010,City Council District 4,Libby Schaaf,,,7,6,23884.0,20994.0,19671.0,8756.0,41.70715442507383,1,10439.0,53.067968074830965,67.73363818233781,49.723730589692295,13499.0,16997.0,14220,2844.0,46.0,113.0,14.0,0.0,738.0,571.0,1323.0,,1320.0,111.0,,,yes,no,3,,,,,,,,Oakland_11022010_CityCouncilDistrict4_tab1,"2010 Member, City Council, District 4 - Oakland Nov 2010",rcv_single_winner,,,1,46.0,1516.0,13499.0,0: 2890; 1: 4043; 2: 3452; 3: 13499,1
Oakland,CA,2010,11/2/2010,City Council District 6,Desley Brooks,,,3,1,14040.0,12911.0,12911.0,8282.0,64.14685152195801,1,8282.0,64.14685152195801,85.93447447912632,64.14685152195801,7187.0,9056.0,11095,1117.0,12.0,64.0,0.0,0.0,0.0,0.0,0.0,,2136.0,128.0,,,yes,no,3,,,,,,,,Oakland_11022010_CityCouncilDistrict6_tab1,"2010 Member, City Council, District 6 - Oakland Nov 2010",rcv_single_winner,,,1,12.0,2267.0,7187.0,0: 1129; 1: 3876; 2: 1848; 3: 7187,1
Oakland,CA,2010,11/2/2010,School Director District 2,David Kakishiba,,,1,1,15243.0,10124.0,10124.0,9892.0,97.70841564598972,1,9892.0,97.70841564598972,98.29118925325957,97.70841564598973,9951.0,776.0,9951,5114.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,,2309.0,81.0,,,yes,no,3,,,,,,,,Oakland_11022010_SchoolDirectorDistrict2_tab1,"2010 School Director, District 2 - Oakland Nov 2010",rcv_single_winner,,,1,5.0,2388.0,0.0,0: 5119; 1: 9353; 2: 771,1
Oakland,CA,2010,11/2/2010,School Director District 4,Gary D. Yee,,,2,1,23884.0,18997.0,18997.0,13043.0,68.65820919092488,1,13043.0,68.65820919092488,87.33484234352792,68.65820919092488,10483.0,10738.0,16591,4871.0,16.0,40.0,0.0,0.0,0.0,0.0,0.0,,2668.0,92.0,,,yes,no,3,,,,,,,,Oakland_11022010_SchoolDirectorDistrict4_tab1,"2010 School Director, District 4 - Oakland Nov 2010",rcv_single_winner,,,1,16.0,2778.0,1479.0,0: 4887; 1: 8264; 2: 9254; 3: 1479,1
Oakland,CA,2010,11/2/2010,School Director District 6,Christopher Dobbins,,,1,1,14040.0,10165.0,10165.0,9908.0,97.47171667486472,1,9908.0,97.47171667486472,98.10132808657157,97.47171667486472,9970.0,825.0,9972,3868.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,,3234.0,91.0,,,yes,no,3,,,,,,,,Oakland_11022010_SchoolDirectorDistrict6_tab1,"2010 School Director, District 6 - Oakland Nov 2010",rcv_single_winner,,,1,7.0,3318.0,0.0,0: 3875; 1: 9343; 2: 822,1
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 10,Malia Cohen,,,21,21,20550.0,17808.0,8200.0,2097.0,11.775606469002694,3,4321.0,52.695121951219505,25.977088948787063,24.264375561545375,11063.0,13776.0,4626,2242.0,500.0,633.0,105.0,0.0,2682.0,6821.0,9608.0,,2950.0,166.0,,,yes,yes,3,,,,,,,,SanFrancisco_11022010_BoardofSupervisorsDistrict10_tab1,San Francisco Board of Supervisors District 10 2010,rcv_single_winner,,,1,500.0,3660.0,11063.0,0: 2742; 1: 4161; 2: 2584; 3: 11063,1
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 2,Mark Farrell,,,6,6,28911.0,24094.0,22594.0,9700.0,40.25898563957831,2,11426.0,50.570948039302465,60.674856810824274,47.422594836888855,10211.0,14678.0,14619,4731.0,86.0,151.0,11.0,0.0,693.0,796.0,1500.0,,4217.0,111.0,,,yes,yes,3,,,,,,,,SanFrancisco_11022010_BoardofSupervisorsDistrict2_tab1,San Francisco Board of Supervisors District 2 2010,rcv_single_winner,,,1,86.0,4440.0,10211.0,0: 4817; 1: 9467; 2: 4416; 3: 10211,1
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 6,Jane Kim,,,14,14,25057.0,21086.0,16393.0,6621.0,31.39998103006734,1,8865.0,54.07796010492283,57.03784501565019,42.04211325049796,12714.0,15503.0,12027,3614.0,357.0,438.0,29.0,0.0,1553.0,3111.0,4693.0,,3024.0,158.0,,,yes,no,3,,,,,,,,SanFrancisco_11022010_BoardofSupervisorsDistrict6_tab1,San Francisco Board of Supervisors District 6 2010,rcv_single_winner,,,1,357.0,3559.0,12714.0,0: 3971; 1: 5680; 2: 2692; 3: 12714,1
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 8,Scott Wiener,,,4,4,38551.0,34950.0,32926.0,14813.0,42.38340486409156,1,18239.0,55.393913624491276,71.13018597997139,52.185979971387695,16984.0,25310.0,24860,3522.0,79.0,146.0,15.0,0.0,2009.0,0.0,2024.0,,5050.0,111.0,,,yes,no,3,,,,,,,,SanFrancisco_11022010_BoardofSupervisorsDistrict8_tab1,San Francisco Board of Supervisors District 8 2010,rcv_single_winner,,,1,79.0,5268.0,16984.0,0: 3601; 1: 9681; 2: 8285; 3: 16984,1
San Leandro,CA,2010,11/2/2010,Mayor,Stephen H. Cassidy,,,6,6,23494.0,22484.0,20322.0,7908.0,35.17167763743106,2,10277.0,50.57080995964963,64.8905888631916,45.70805906422345,13636.0,16959.0,14590,955.0,55.0,179.0,28.0,0.0,1229.0,905.0,2162.0,,2667.0,137.0,,,yes,yes,3,,,,,,,,SanLeandro_11022010_Mayor_tab1,2010 Mayor of San Leandro Nov 2010,rcv_single_winner,,,1,55.0,2925.0,13636.0,0: 1010; 1: 5577; 2: 3271; 3: 13636,1
San Leandro,CA,2010,11/2/2010,County Council District 1,Michael J. Gregory,,,3,1,23494.0,20044.0,20044.0,13030.0,65.00698463380562,1,13030.0,65.00698463380562,83.69088006385951,65.00698463380563,1447.0,11641.0,16775,3416.0,34.0,83.0,0.0,0.0,0.0,0.0,0.0,,4237.0,208.0,,,yes,no,3,,,,,,,,SanLeandro_11022010_CountyCouncilDistrict1_tab1,"2010 Member, City Council, District 1 - San Leandro Nov 2010",rcv_single_winner,,,1,34.0,4438.0,1447.0,0: 3450; 1: 8419; 2: 10178; 3: 1447,1
San Leandro,CA,2010,11/2/2010,County Council District 3,Diana M. Souza,,,1,1,23494.0,17691.0,17691.0,17183.0,97.12848340964332,1,17183.0,97.12848340964332,97.931151432932,97.12848340964332,17323.0,1389.0,17325,5780.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,,5020.0,343.0,,,yes,no,3,,,,,,,,SanLeandro_11022010_CountyCouncilDistrict3_tab1,"2010 Member, City Council, District 3 - San Leandro Nov 2010",rcv_single_winner,,,1,23.0,5256.0,0.0,0: 5803; 1: 16308; 2: 1383,1
San Leandro,CA,2010,11/2/2010,County Council District 5,Pauline Russo Cutter,,,2,1,23494.0,20292.0,20292.0,10784.0,53.14409619554503,1,10784.0,53.14409619554503,78.25251330573624,53.144096195545046,11350.0,11617.0,15879,3161.0,41.0,86.0,0.0,0.0,0.0,0.0,0.0,,4155.0,305.0,,,yes,no,3,,,,,,,,SanLeandro_11022010_CountyCouncilDistrict5_tab1,"2010 Member, City Council, District 5 - San Leandro Nov 2010",rcv_single_winner,,,1,41.0,4436.0,1294.0,0: 3202; 1: 8683; 2: 10315; 3: 1294,1
San Francisco,CA,2011,11/8/2011,District Attorney,George Gascón,,,5,4,197242.0,183487.0,161001.0,76236.0,41.54844757394257,1,100245.0,62.263588424916605,61.9771427948574,54.63329827181217,95318.0,135011.0,113720,13196.0,559.0,935.0,123.0,0.0,16017.0,6346.0,22486.0,,11481.0,989.0,,,yes,no,3,,,,,,,,SanFrancisco_11082011_DistrictAttorney_tab1,San Francisco District Attorney 2011,rcv_single_winner,,,1,559.0,13181.0,95318.0,0: 13755; 1: 48756; 2: 39413; 3: 95318,1
San Francisco,CA,2011,11/8/2011,Mayor,Ed Lee,,,16,16,197242.0,194418.0,141617.0,59775.0,30.745609974385086,1,84457.0,59.63761412824731,46.05797817074551,43.44093653879785,141590.0,163919.0,89545,2004.0,820.0,1383.0,277.0,0.0,15811.0,36713.0,52801.0,,10124.0,725.0,,,yes,no,3,,,,,,,,SanFrancisco_11082011_Mayor_tab1,San Francisco Mayor 2011,rcv_single_winner,,,1,820.0,12051.0,141590.0,0: 2824; 1: 30844; 2: 21984; 3: 141590,1
San Francisco,CA,2011,11/8/2011,Sheriff,Ross Mirkarimi,,,4,3,197242.0,183233.0,161729.0,70457.0,38.452134713725144,1,86592.0,53.54141805118439,62.92152614430807,47.257862939536,76997.0,113348.0,115293,13631.0,378.0,657.0,93.0,0.0,21411.0,0.0,21504.0,,12970.0,1174.0,,,yes,no,3,,,,,,,,SanFrancisco_11082011_Sheriff_tab1,San Francisco Sheriff 2011,rcv_single_winner,,,1,378.0,14590.0,76997.0,0: 14009; 1: 70082; 2: 36154; 3: 76997,1
Berkeley,CA,2012,11/6/2012,Mayor,Tom Bates,,,7,1,57492.0,53067.0,53067.0,28692.0,54.067499576007684,1,28692.0,54.067499576007684,72.44803738669984,54.06749957600769,27671.0,37031.0,38446,4269.0,156.0,291.0,0.0,0.0,0.0,0.0,0.0,,7849.0,229.0,,,yes,no,3,,,,,,,,Berkeley_11062012_Mayor_tab1,2012 Mayor - Berkeley Nov 2012,rcv_single_winner,,,1,156.0,8297.0,27671.0,0: 4425; 1: 16135; 2: 9261; 3: 27671,1
Berkeley,CA,2012,11/6/2012,City Council District 2,Darryl Moore,,,3,1,6839.0,5804.0,5804.0,3407.0,58.70089593383872,1,3407.0,58.70089593383872,81.5644383184011,58.70089593383874,2641.0,3827.0,4734,1020.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,,1274.0,26.0,,,yes,no,3,,,,,,,,Berkeley_11062012_CityCouncilDistrict2_tab1,"2012 Member, City Council, District 2 - Berkeley Nov 2012",rcv_single_winner,,,1,15.0,1315.0,2641.0,0: 1035; 1: 1984; 2: 1179; 3: 2641,1
Berkeley,CA,2012,11/6/2012,City Council District 3,Max Anderson,,,2,1,6524.0,5186.0,5186.0,3130.0,60.35480138835325,1,3130.0,60.35480138835325,76.01234091785577,60.354801388353266,2102.0,2168.0,3942,1332.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,,1993.0,38.0,,,yes,no,3,,,,,,,,Berkeley_11062012_CityCouncilDistrict3_tab1,"2012 Member, City Council, District 3 - Berkeley Nov 2012",rcv_single_winner,,,1,6.0,2032.0,167.0,0: 1338; 1: 3021; 2: 1998; 3: 167,1
Berkeley,CA,2012,11/6/2012,City Council District 5,Laurie Capitelli,,,2,1,8767.0,7984.0,7984.0,4333.0,54.27104208416833,1,4333.0,54.27104208416833,71.14228456913828,54.27104208416834,2959.0,3031.0,5680,778.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,,2216.0,35.0,,,yes,no,3,,,,,,,,Berkeley_11062012_CityCouncilDistrict5_tab1,"2012 Member, City Council, District 5 - Berkeley Nov 2012",rcv_single_winner,,,1,5.0,2251.0,151.0,0: 783; 1: 4955; 2: 2878; 3: 151,1
Berkeley,CA,2012,11/6/2012,City Council District 6,Susan Wengraf,,,2,1,7943.0,5977.0,5977.0,5601.0,93.70921867157436,1,5601.0,93.70921867157436,94.71306675589761,93.70921867157436,81.0,172.0,5661,1957.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,,2220.0,38.0,,,yes,no,3,,,,,,,,Berkeley_11062012_CityCouncilDistrict6_tab1,"2012 Member, City Council, District 6 - Berkeley Nov 2012",rcv_single_winner,,,1,9.0,2260.0,4.0,0: 1966; 1: 5806; 2: 167; 3: 4,1
Oakland,CA,2012,11/6/2012,City Attorney,Barbara Parker,,,2,1,156832.0,131609.0,131609.0,90055.0,68.42617146243798,1,90055.0,68.42617146243798,85.93713195906055,68.42617146243798,61192.0,63255.0,113101,24980.0,243.0,427.0,0.0,0.0,0.0,0.0,0.0,,56696.0,1060.0,,,yes,no,3,,,,,,,,Oakland_11062012_CityAttorney_tab1,2012 City Attorney - Oakland Nov 2012,rcv_single_winner,,,1,243.0,57683.0,6261.0,0: 25223; 1: 68408; 2: 56940; 3: 6261,1
Oakland,CA,2012,11/6/2012,City Council At-Large,Rebecca Kaplan,,,5,5,156832.0,144520.0,130057.0,65041.0,45.00484362026017,1,78941.0,60.697232751793436,68.05494049266537,54.62288956545807,79572.0,101809.0,98353,11389.0,923.0,1583.0,148.0,0.0,2982.0,11333.0,14463.0,,32430.0,694.0,,,yes,no,3,,,,,,,,Oakland_11062012_CityCouncilAtLarge_tab1,"2012 Member, City Council, At-Large - Oakland Nov 2012",rcv_single_winner,,,1,923.0,34347.0,79572.0,0: 12312; 1: 43159; 2: 21789; 3: 79572,1
Oakland,CA,2012,11/6/2012,City Council District 1,Dan Kalb,,,7,7,34180.0,28659.0,23741.0,8259.0,28.81817230189469,1,12293.0,51.779621751400526,61.26522209428102,42.894029798667084,18246.0,22438.0,17558,5414.0,107.0,214.0,42.0,0.0,1489.0,3387.0,4918.0,,3843.0,97.0,,,yes,no,3,,,,,,,,Oakland_11062012_CityCouncilDistrict1_tab1,"2012 Member, City Council, District 1- Oakland Nov 2012",rcv_single_winner,,,1,107.0,4119.0,18246.0,0: 5521; 1: 6302; 2: 4111; 3: 18246,1
Oakland,CA,2012,11/6/2012,City Council District 5,Noel Gallo,,,4,4,13482.0,11292.0,10460.0,4633.0,41.02904711300035,1,5716.0,54.64627151051624,68.22529224229544,50.61990789939781,5737.0,7628.0,7704,2124.0,66.0,123.0,17.0,0.0,815.0,0.0,832.0,,2967.0,54.0,,,yes,no,3,,,,,,,,Oakland_11062012_CityCouncilDistrict5_tab1,"2012 Member, City Council, District 5- Oakland Nov 2012",rcv_single_winner,,,1,66.0,3120.0,5737.0,0: 2190; 1: 3699; 2: 1856; 3: 5737,1
Oakland,CA,2012,11/6/2012,City Council District 7,Larry E. Reid,,,3,1,17014.0,15065.0,15065.0,8725.0,57.915698639229994,1,8725.0,57.915698639229994,81.32094258214404,57.91569863923001,7211.0,9362.0,12251,1910.0,39.0,91.0,0.0,0.0,0.0,0.0,0.0,,5326.0,114.0,,,yes,no,3,,,,,,,,Oakland_11062012_CityCouncilDistrict7_tab1,"2012 Member, City Council, District 7- Oakland Nov 2012",rcv_single_winner,,,1,39.0,5462.0,7211.0,0: 1949; 1: 5715; 2: 2139; 3: 7211,1
Oakland,CA,2012,11/6/2012,City Council District 3,Lynette Gibson-Mcelhaney,,,6,6,26761.0,22095.0,17427.0,5207.0,23.56641774157049,2,9397.0,53.92207494118322,57.33423851550125,42.529984159312065,14846.0,17436.0,12668,4568.0,98.0,203.0,48.0,0.0,1026.0,3594.0,4668.0,,3991.0,107.0,,,yes,yes,3,,,,,,,,Oakland_11062012_CityCouncilDistrict3_tab1,"2012 Member, City Council,District 3 - Oakland Nov 2012",rcv_single_winner,,,1,98.0,4240.0,14846.0,0: 4666; 1: 4725; 2: 2524; 3: 14846,1
Oakland,CA,2012,11/6/2012,School Director District 1,Jody London,,,2,1,34180.0,26314.0,26314.0,19840.0,75.39712700463632,1,19840.0,75.39712700463632,86.34187124724481,75.39712700463632,11447.0,11774.0,22720,7837.0,29.0,50.0,0.0,0.0,0.0,0.0,0.0,,8342.0,195.0,,,yes,no,3,,,,,,,,Oakland_11062012_SchoolDirectorDistrict1_tab1,"2012 School Director, District 1 - Oakland Nov 2012",rcv_single_winner,,,1,29.0,8509.0,918.0,0: 7866; 1: 14546; 2: 10850; 3: 918,1
Oakland,CA,2012,11/6/2012,School Director District 3,Jumoke Hinton Hodge,,,3,3,26761.0,20716.0,19211.0,9694.0,46.79474802085345,1,11725.0,61.03274165842486,78.91484842633713,56.598764240200815,10481.0,14006.0,16348,6008.0,37.0,90.0,10.0,0.0,1495.0,0.0,1505.0,,5238.0,140.0,,,yes,no,3,,,,,,,,Oakland_11062012_SchoolDirectorDistrict3_tab1,"2012 School Director, District 3 - Oakland Nov 2012",rcv_single_winner,,,1,37.0,5402.0,10481.0,0: 6045; 1: 6737; 2: 3498; 3: 10481,1
Oakland,CA,2012,11/6/2012,School Director District 5,Rosie Torres,,,2,1,13482.0,11038.0,11038.0,6005.0,54.40297155281753,1,6005.0,54.40297155281753,78.00326146040949,54.40297155281753,5323.0,5481.0,8610,2416.0,28.0,47.0,0.0,0.0,0.0,0.0,0.0,,4972.0,117.0,,,yes,no,3,,,,,,,,Oakland_11062012_SchoolDirectorDistrict5_tab1,"2012 School Director, District 5 - Oakland Nov 2012",rcv_single_winner,,,1,28.0,5076.0,672.0,0: 2444; 1: 5563; 2: 4803; 3: 672,1
Oakland,CA,2012,11/6/2012,School Director District 7,James Harris,,,2,1,16440.0,14106.0,14106.0,7986.0,56.614206720544445,1,7986.0,56.614206720544445,79.0089323692046,56.614206720544445,7103.0,7320.0,11145,2299.0,35.0,59.0,0.0,0.0,0.0,0.0,0.0,,7960.0,197.0,,,yes,no,3,,,,,,,,Oakland_11062012_SchoolDirectorDistrict7_tab1,"2012 School Director, District 7 - Oakland Nov 2012",rcv_single_winner,,,1,35.0,8121.0,889.0,0: 2334; 1: 6792; 2: 6425; 3: 889,1
San Francisco,CA,2012,11/6/2012,Board of Supervisors District 5,London Breed,,,8,7,40253.0,35147.0,26613.0,9842.0,28.00238996215893,1,14945.0,56.15676549054972,51.15941616638688,42.52141007767377,23641.0,29030.0,17981,4897.0,209.0,304.0,33.0,0.0,3604.0,4897.0,8534.0,,1981.0,210.0,,,yes,no,3,,,,,,,,SanFrancisco_11062012_BoardofSupervisorsDistrict5_tab1,San Francisco Board of Supervisors District 5 2012,rcv_single_winner,,,1,209.0,2447.0,23641.0,0: 5106; 1: 6222; 2: 5284; 3: 23641,1
San Francisco,CA,2012,11/6/2012,Board of Supervisors District 7,Norman Yee,,,9,8,35351.0,31385.0,24878.0,9182.0,29.256014019436034,1,12505.0,50.26529463783261,53.353512824597736,39.843874462322766,20756.0,25338.0,16745,3785.0,181.0,251.0,24.0,0.0,2593.0,3890.0,6507.0,,1737.0,174.0,,,yes,no,3,,,,,,,,SanFrancisco_11062012_BoardofSupervisorsDistrict7_tab1,San Francisco Board of Supervisors District 7 2012,rcv_single_winner,,,1,181.0,2123.0,20756.0,0: 3966; 1: 6122; 2: 4507; 3: 20756,1
San Leandro,CA,2012,11/6/2012,County Council District 2,Ursula Reed,,,3,3,28703.0,25436.0,23928.0,10734.0,42.20003145148608,1,12057.0,50.388665997993975,82.37144205063689,47.40132096241547,15295.0,19129.0,20952,3139.0,128.0,248.0,19.0,0.0,1489.0,0.0,1508.0,,6259.0,105.0,,,yes,no,3,,,,,,,,SanLeandro_11062012_CountyCouncilDistrict2_tab1,"2012 Member, City Council, District 2 - San Leandro Nov 2012",rcv_single_winner,,,1,128.0,6548.0,15295.0,0: 3267; 1: 6393; 2: 3748; 3: 15295,1
