raceID,candidate,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote
Cambridge_11062001_CityCouncil_tab1,"Williamson, James M.",,3.0,55.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cambridge_11062001_CityCouncil_tab1,writeIns,,2.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Galluccio, Anthony D.",1.0,,2977.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Davis, Henrietta",10.0,,1831.0,1886.0,1889.0,1891.0,1894.0,1899.0,1909.0,1937.0,1965.0,2008.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Sullivan, Michael A.",12.0,,1634.0,1898.0,1900.0,1900.0,1905.0,1910.0,1914.0,1920.0,1956.0,1978.0,1978.0,2026.0,1990.0,1990.0,1990.0,1990.0,1990.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Murphy, Brian",15.0,,1356.0,1386.0,1386.0,1388.0,1391.0,1393.0,1400.0,1413.0,1437.0,1469.0,1473.0,1587.0,1589.0,1733.0,2030.0,1990.0,1990.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Decker, Marjorie C.",15.0,,1367.0,1414.0,1416.0,1418.0,1422.0,1427.0,1431.0,1451.0,1473.0,1512.0,1517.0,1627.0,1629.0,1779.0,2083.0,1990.0,1990.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Reeves, Kenneth E.",17.0,,1509.0,1584.0,1588.0,1590.0,1594.0,1599.0,1610.0,1617.0,1651.0,1680.0,1681.0,1720.0,1721.0,1792.0,1870.0,1906.0,2096.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Maher, David P.",17.0,,1177.0,1414.0,1414.0,1417.0,1420.0,1430.0,1433.0,1439.0,1488.0,1493.0,1494.0,1559.0,1572.0,1697.0,1822.0,1848.0,2038.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Simmons, Denise",17.0,,1165.0,1194.0,1195.0,1195.0,1201.0,1212.0,1221.0,1236.0,1261.0,1367.0,1368.0,1439.0,1440.0,1530.0,1712.0,1767.0,2017.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Toomey, Timothy J., Jr.",17.0,,1599.0,1715.0,1715.0,1715.0,1717.0,1720.0,1728.0,1738.0,1750.0,1764.0,1765.0,1816.0,1831.0,1896.0,1974.0,1986.0,2141.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"DeBergalis, Matt S.",,16.0,1203.0,1219.0,1219.0,1223.0,1230.0,1232.0,1236.0,1245.0,1287.0,1346.0,1346.0,1443.0,1444.0,1497.0,1638.0,1642.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Pitkin, John",,14.0,1005.0,1029.0,1030.0,1031.0,1034.0,1041.0,1053.0,1062.0,1087.0,1124.0,1126.0,1220.0,1220.0,1492.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Kelley, Craig A.",,13.0,983.0,1012.0,1014.0,1015.0,1020.0,1047.0,1058.0,1066.0,1089.0,1114.0,1115.0,1177.0,1178.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Bellew, Carole K.",,11.0,729.0,749.0,750.0,751.0,752.0,757.0,761.0,778.0,802.0,850.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Smith, Aimee Louise",,9.0,477.0,480.0,481.0,485.0,486.0,487.0,495.0,513.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"King, Ethridge A., Jr.",,8.0,353.0,373.0,375.0,379.0,383.0,389.0,401.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Taymorberry, Laurie",,7.0,176.0,182.0,182.0,182.0,183.0,186.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"LaTremouille, Robert J.",,6.0,122.0,125.0,125.0,127.0,130.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Hall, Robert L., Sr.",,5.0,93.0,97.0,97.0,109.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Dixon, Vincent Lawrence",,4.0,64.0,67.0,68.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,"Greenwood, Dan J.",,3.0,39.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_CityCouncil_tab1,writeIns,,2.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"Fantini, Alfred B.",1.0,,2884.0,2652.0,2652.0,2652.0,2652.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"Walser, Nancy",1.0,,3823.0,2652.0,2652.0,2652.0,2652.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"McGovern, Marc C.",1.0,,2702.0,2652.0,2652.0,2652.0,2652.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"Harding, Richard, Jr.",2.0,,2344.0,2659.0,2652.0,2652.0,2652.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"Lummis, Ben",2.0,,2588.0,2931.0,2652.0,2652.0,2652.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"Grassi, Joseph G.",5.0,,2276.0,2571.0,2626.0,2629.0,2806.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"Price, Alan C.",,5.0,1293.0,1674.0,1832.0,1841.0,2001.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,"Craig, Christopher",,4.0,556.0,672.0,744.0,756.0,0.0,,,,,,,,,,,,,,,,,,
Cambridge_11042003_SchoolCommittee_tab1,writeIns,,3.0,97.0,100.0,101.0,0.0,0.0,,,,,,,,,,,,,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Galluccio, Anthony D.",1.0,,1997.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Sullivan, Michael A.",7.0,,1462.0,1582.0,1582.0,1585.0,1590.0,1598.0,1609.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Decker, Marjorie C.",10.0,,1524.0,1561.0,1563.0,1567.0,1569.0,1575.0,1579.0,1579.0,1602.0,1607.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Davis, Henrietta",12.0,,1457.0,1480.0,1480.0,1485.0,1488.0,1499.0,1505.0,1505.0,1527.0,1537.0,1538.0,1645.0,1605.0,1605.0,1605.0,1605.0,1605.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Toomey, Timothy J., Jr.",14.0,,1431.0,1479.0,1479.0,1480.0,1480.0,1482.0,1491.0,1491.0,1502.0,1518.0,1518.0,1540.0,1543.0,1878.0,1605.0,1605.0,1605.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Murphy, Brian",15.0,,1236.0,1250.0,1251.0,1252.0,1254.0,1262.0,1267.0,1268.0,1275.0,1292.0,1292.0,1380.0,1388.0,1562.0,1628.0,1605.0,1605.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Simmons, Denise",15.0,,1327.0,1343.0,1344.0,1345.0,1352.0,1359.0,1372.0,1372.0,1416.0,1422.0,1422.0,1492.0,1505.0,1585.0,1663.0,1605.0,1605.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Kelley, Craig A.",17.0,,1041.0,1057.0,1057.0,1057.0,1062.0,1077.0,1091.0,1091.0,1116.0,1169.0,1169.0,1280.0,1284.0,1349.0,1384.0,1394.0,1993.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Reeves, Kenneth E.",17.0,,1205.0,1235.0,1236.0,1236.0,1247.0,1257.0,1266.0,1267.0,1322.0,1326.0,1327.0,1380.0,1382.0,1465.0,1540.0,1581.0,1832.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Seidel, Sam",,16.0,973.0,980.0,980.0,983.0,987.0,996.0,1005.0,1005.0,1023.0,1047.0,1047.0,1209.0,1214.0,1276.0,1295.0,1325.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Maher, David P.",,13.0,900.0,963.0,963.0,966.0,970.0,977.0,986.0,987.0,995.0,1043.0,1043.0,1069.0,1074.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Gordon, Jesse A.",,11.0,625.0,632.0,633.0,636.0,641.0,647.0,669.0,670.0,686.0,713.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Hees, Bill",,9.0,197.0,199.0,199.0,204.0,211.0,218.0,273.0,273.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Adkins, Lawrence J.",,8.0,242.0,245.0,245.0,247.0,250.0,254.0,257.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Green, Andre Lerone",,6.0,181.0,183.0,184.0,186.0,192.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"LaTremouille, Robert J.",,5.0,118.0,120.0,120.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Hall, Robert Lee, Sr.",,4.0,74.0,74.0,74.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,"Condit, James E., III",,3.0,41.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_CityCouncil_tab1,writeIns,,2.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"Fantini, Alfred B.",1.0,,2278.0,2208.0,2208.0,2208.0,2208.0,2208.0,2208.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"Nolan, Patricia M.",1.0,,2385.0,2208.0,2208.0,2208.0,2208.0,2208.0,2208.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"Harding, Richard, Jr.",4.0,,1979.0,1996.0,2002.0,2217.0,2208.0,2208.0,2208.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"Walser, Nancy",4.0,,2001.0,2053.0,2059.0,2423.0,2208.0,2208.0,2208.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"Grassi, Joseph G.",5.0,,1990.0,2049.0,2050.0,2151.0,2209.0,2208.0,2208.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"Schuster, Luc",7.0,,1842.0,1906.0,1907.0,2154.0,2198.0,2198.0,2963.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"Lummis, Ben",,6.0,1512.0,1535.0,1535.0,1810.0,1932.0,1932.0,0.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,"McGovern, Marc C.",,3.0,1411.0,1443.0,1445.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Cambridge_11082005_SchoolCommittee_tab1,writeIns,,2.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Davis, Henrietta",1.0,,1591.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Toomey, Timothy J., Jr.",6.0,,1336.0,1339.0,1340.0,1343.0,1353.0,1369.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Maher, David P.",9.0,,1310.0,1320.0,1320.0,1322.0,1330.0,1348.0,1350.0,1359.0,1470.0,1362.0,1362.0,1362.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Reeves, Kenneth E.",9.0,,1216.0,1228.0,1230.0,1238.0,1245.0,1260.0,1260.0,1317.0,1394.0,1362.0,1362.0,1362.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Murphy, Brian",11.0,,1159.0,1195.0,1196.0,1201.0,1209.0,1238.0,1238.0,1259.0,1282.0,1301.0,1396.0,1362.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Decker, Marjorie C.",11.0,,1068.0,1128.0,1129.0,1135.0,1141.0,1164.0,1165.0,1184.0,1248.0,1266.0,1389.0,1362.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Simmons, E. Denise",11.0,,994.0,1034.0,1035.0,1046.0,1053.0,1063.0,1063.0,1098.0,1148.0,1172.0,1364.0,1362.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Seidel, Sam",12.0,,1037.0,1055.0,1059.0,1075.0,1081.0,1117.0,1117.0,1160.0,1177.0,1187.0,1336.0,1376.0,1362.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Kelley, Craig A.",13.0,,1118.0,1142.0,1142.0,1153.0,1160.0,1179.0,1179.0,1186.0,1225.0,1242.0,1343.0,1360.0,1371.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Sullivan, Edward J.",,13.0,829.0,829.0,830.0,834.0,842.0,851.0,854.0,865.0,954.0,1000.0,1050.0,1056.0,1059.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Ward, Larry W.",,10.0,698.0,708.0,708.0,712.0,717.0,749.0,750.0,805.0,831.0,837.0,0.0,0.0,0.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Galluccio, Anthony D.",,8.0,521.0,529.0,530.0,530.0,533.0,547.0,547.0,559.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Moore, M. Kevin",,7.0,250.0,250.0,251.0,265.0,283.0,305.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Janik, Jonathan S.",,5.0,260.0,266.0,267.0,271.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Moree, Gregg J.",,4.0,111.0,111.0,111.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,"Podgers, Kathy",,3.0,92.0,94.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Cambridge_11062007_CityCouncil_tab1,writeIns,,2.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Fantini, Alfred B.",1.0,,2013.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"McGovern, Marc C.",1.0,,2275.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Nolan, Patricia M.",5.0,,1672.0,1822.0,1825.0,1849.0,2031.0,1895.0,1895.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Schuster, Luc",5.0,,1675.0,1759.0,1760.0,1775.0,1943.0,1895.0,1895.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Grassi, Joseph G.",7.0,,1625.0,1731.0,1734.0,1741.0,1828.0,1874.0,2479.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Tauber, Nancy",7.0,,1245.0,1294.0,1297.0,1328.0,1723.0,1801.0,2130.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Harding, Richard, Jr.",,6.0,1561.0,1626.0,1628.0,1639.0,1707.0,1767.0,0.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Lemily Wiggins, Gail",,4.0,1024.0,1054.0,1055.0,1087.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,"Malner, Stefan",,3.0,133.0,146.0,147.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Cambridge_11062007_SchoolCommittee_tab1,writeIns,,2.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Cambridge_11032009_CityCouncil_tab1,"Simmons, E. Denise",1.0,,1781.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Davis, Henrietta",1.0,,1857.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Toomey, Jr., Timothy J.",1.0,,1746.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,1594.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Kelley, Craig A.",13.0,,1249.0,1315.0,1318.0,1323.0,1329.0,1336.0,1343.0,1352.0,1365.0,1408.0,1457.0,1515.0,1655.0,1594.0,1594.0,1594.0,1594.0,1594.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Reeves, Kenneth E.",15.0,,1165.0,1276.0,1280.0,1284.0,1292.0,1302.0,1314.0,1344.0,1353.0,1381.0,1395.0,1419.0,1473.0,1477.0,1691.0,1594.0,1594.0,1594.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Maher, David P.",15.0,,1285.0,1340.0,1341.0,1342.0,1343.0,1350.0,1356.0,1357.0,1370.0,1385.0,1423.0,1462.0,1504.0,1516.0,1663.0,1594.0,1594.0,1594.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Seidel, Sam",16.0,,899.0,948.0,948.0,950.0,956.0,962.0,967.0,970.0,989.0,1020.0,1113.0,1149.0,1295.0,1320.0,1529.0,1597.0,1594.0,1594.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Cheung, Leland",18.0,,755.0,790.0,793.0,795.0,802.0,809.0,823.0,838.0,856.0,893.0,937.0,1011.0,1200.0,1210.0,1313.0,1339.0,1339.0,1552.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Decker, Marjorie C.",18.0,,1285.0,1330.0,1331.0,1332.0,1333.0,1335.0,1336.0,1340.0,1343.0,1366.0,1379.0,1394.0,1440.0,1444.0,1515.0,1537.0,1540.0,1622.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Sullivan, Edward J.",,17.0,883.0,935.0,935.0,939.0,940.0,942.0,948.0,951.0,957.0,964.0,992.0,1056.0,1092.0,1093.0,1142.0,1192.0,1192.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Ward, Larry W.",,14.0,735.0,806.0,806.0,808.0,819.0,823.0,827.0,840.0,846.0,867.0,899.0,925.0,1020.0,1025.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"vanBeuzekom, Minka Y.",,12.0,682.0,729.0,729.0,731.0,736.0,741.0,749.0,760.0,768.0,820.0,865.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Marquardt, Charles J.",,11.0,385.0,402.0,403.0,404.0,405.0,410.0,415.0,422.0,432.0,460.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Stohlman, Jr., Thomas J.",,10.0,377.0,392.0,394.0,397.0,402.0,408.0,413.0,415.0,429.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Glick, Silvia P.",,9.0,256.0,277.0,278.0,280.0,286.0,297.0,317.0,327.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Leavitt, Neal W.",,8.0,136.0,143.0,143.0,144.0,145.0,147.0,152.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cambridge_11032009_CityCouncil_tab1,"Adkins, Lawrence J.",,7.0,103.0,106.0,107.0,107.0,120.0,125.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
