W-P,First Choice,Second Choice,Third Choice,Count
08-10,AND,BER,YOU,4.0
09-02,AND,BER,YOU,2.0
09-05,AND,BER,YOU,2.0
09-06,AND,BER,YOU,1.0
09-07,AND,BER,YOU,1.0
09-08,AND,BER,YOU,1.0
09-09,AND,BER,YOU,1.0
09-10,AND,BER,YOU,1.0
09-11,AND,BER,YOU,1.0
10-02,AND,BER,YOU,1.0
10-03,AND,BER,YOU,2.0
10-04,AND,BER,YOU,1.0
10-05,AND,BER,YOU,1.0
10-06,AND,BER,YOU,1.0
10-07,AND,BER,YOU,1.0
10-08,AND,BER,YOU,1.0
10-09,AND,BER,YOU,1.0
10-10,AND,BER,YOU,2.0
10-11,AND,BER,YOU,2.0
11-01,AND,BER,YOU,2.0
11-02,AND,BER,YOU,1.0
11-05,AND,BER,YOU,1.0
11-06,AND,BER,YOU,4.0
11-08,AND,BER,YOU,4.0
12-01,AND,BER,YOU,2.0
12-02,AND,BER,YOU,2.0
12-03,AND,BER,YOU,2.0
12-04,AND,BER,YOU,3.0
12-05,AND,BER,YOU,2.0
12-06,AND,BER,YOU,5.0
12-08,AND,BER,YOU,2.0
12-09,AND,BER,YOU,1.0
12-11,AND,BER,YOU,1.0
13-02,AND,BER,YOU,2.0
13-03,AND,BER,YOU,1.0
13-05,AND,BER,YOU,1.0
13-08,AND,BER,YOU,1.0
13-09,AND,BER,YOU,3.0
02-05,AND,BLAKE JOHNSON,BUT,1.0
01-03,AND,BUT,BER,1.0
01-09,AND,BUT,BER,1.0
01-10,AND,BUT,BER,1.0
03-07,AND,BUT,BER,1.0
03-08,AND,BUT,BER,1.0
04-03,AND,BUT,BER,1.0
04-04,AND,BUT,BER,2.0
04-07,AND,BUT,BER,1.0
07-08,AND,BUT,BER,1.0
08-03,AND,BUT,BER,1.0
09-06,AND,BUT,BER,1.0
12-01,AND,BUT,BER,1.0
12-08,AND,BUT,BER,2.0
12-10,AND,BUT,BER,1.0
13-02,AND,BUT,BER,1.0
13-04,AND,BUT,BER,1.0
13-10,AND,BUT,BER,1.0
01-06,AND,BUT,ERW,1.0
02-06,AND,BUT,ERW,1.0
02-10,AND,BUT,ERW,1.0
04-03,AND,BUT,ERW,1.0
04-04,AND,BUT,ERW,1.0
04-10,AND,BUT,ERW,1.0
05-04,AND,BUT,ERW,1.0
05-05,AND,BUT,ERW,1.0
06-02,AND,BUT,ERW,1.0
07-10,AND,BUT,ERW,1.0
10-05,AND,BUT,ERW,1.0
12-11,AND,BUT,ERW,1.0
01-06,AND,BUT,FIN,1.0
03-08,AND,BUT,FIN,1.0
04-01,AND,BUT,FIN,1.0
04-03,AND,BUT,FIN,1.0
04-04,AND,BUT,FIN,1.0
05-05,AND,BUT,FIN,1.0
06-02,AND,BUT,FIN,1.0
06-03,AND,BUT,FIN,1.0
07-06,AND,BUT,FIN,1.0
08-05,AND,BUT,FIN,1.0
08-10,AND,BUT,FIN,1.0
09-08,AND,BUT,FIN,1.0
11-07,AND,BUT,FIN,1.0
11-09,AND,BUT,FIN,1.0
13-08,AND,BUT,FIN,1.0
01-03,AND,BUT,NOR,1.0
02-03,AND,BUT,NOR,1.0
02-06,AND,BUT,NOR,1.0
02-11,AND,BUT,NOR,1.0
04-04,AND,BUT,NOR,1.0
04-06,AND,BUT,NOR,1.0
07-08,AND,BUT,NOR,1.0
08-02,AND,BUT,NOR,1.0
08-05,AND,BUT,NOR,1.0
11-05,AND,BUT,NOR,1.0
13-06,AND,BUT,NOR,1.0
04-01,AND,BUT,WAH,1.0
04-03,AND,BUT,WAH,1.0
04-04,AND,BUT,WAH,1.0
04-07,AND,BUT,WAH,1.0
04-09,AND,BUT,WAH,1.0
05-01,AND,BUT,WAH,2.0
05-03,AND,BUT,WAH,1.0
05-05,AND,BUT,WAH,1.0
05-06,AND,BUT,WAH,1.0
07-06,AND,BUT,WAH,1.0
09-04,AND,BUT,WAH,1.0
12-09,AND,BUT,WAH,1.0
13-08,AND,BUT,WAH,1.0
01-09,AND,BUT,XXX,1.0
03-07,AND,BUT,XXX,1.0
05-04,AND,BUT,XXX,1.0
05-05,AND,BUT,XXX,1.0
05-10,AND,BUT,XXX,1.0
07-09,AND,BUT,XXX,1.0
08-02,AND,BUT,XXX,1.0
08-06,AND,BUT,XXX,1.0
11-07,AND,BUT,XXX,2.0
01-10,AND,BUT,YOU,1.0
02-02,AND,BUT,YOU,1.0
02-05,AND,BUT,YOU,1.0
03-02,AND,BUT,YOU,1.0
03-06,AND,BUT,YOU,1.0
04-01,AND,BUT,YOU,1.0
04-02,AND,BUT,YOU,2.0
04-08,AND,BUT,YOU,1.0
04-10,AND,BUT,YOU,1.0
05-01,AND,BUT,YOU,1.0
05-04,AND,BUT,YOU,2.0
05-07,AND,BUT,YOU,1.0
06-04,AND,BUT,YOU,2.0
07-04,AND,BUT,YOU,1.0
07-11,AND,BUT,YOU,2.0
08-05,AND,BUT,YOU,1.0
08-10,AND,BUT,YOU,1.0
11-01,AND,BUT,YOU,1.0
11-02,AND,BUT,YOU,1.0
11-07,AND,BUT,YOU,2.0
12-01,AND,BUT,YOU,1.0
12-03,AND,BUT,YOU,1.0
02-03,AND,ERW,BER,1.0
03-09,AND,ERW,BER,1.0
04-03,AND,ERW,BER,1.0
04-06,AND,ERW,BER,1.0
05-01,AND,ERW,BER,1.0
05-04,AND,ERW,BER,2.0
05-05,AND,ERW,BER,1.0
05-08,AND,ERW,BER,1.0
06-08,AND,ERW,BER,1.0
09-06,AND,ERW,BER,1.0
09-07,AND,ERW,BER,1.0
09-08,AND,ERW,BER,1.0
01-06,AND,ERW,BUT,1.0
02-01,AND,ERW,BUT,1.0
03-06,AND,ERW,BUT,1.0
03-07,AND,ERW,BUT,1.0
03-09,AND,ERW,BUT,1.0
05-01,AND,ERW,BUT,1.0
05-03,AND,ERW,BUT,1.0
05-06,AND,ERW,BUT,2.0
07-11,AND,ERW,BUT,1.0
08-07,AND,ERW,BUT,1.0
10-04,AND,ERW,BUT,1.0
01-03,AND,ERW,FIN,1.0
01-04,AND,ERW,FIN,1.0
01-09,AND,ERW,FIN,1.0
02-01,AND,ERW,FIN,1.0
02-02,AND,ERW,FIN,2.0
02-03,AND,ERW,FIN,1.0
03-05,AND,ERW,FIN,1.0
03-07,AND,ERW,FIN,1.0
04-02,AND,ERW,FIN,1.0
04-04,AND,ERW,FIN,2.0
04-06,AND,ERW,FIN,2.0
04-07,AND,ERW,FIN,1.0
05-01,AND,ERW,FIN,2.0
05-05,AND,ERW,FIN,1.0
05-10,AND,ERW,FIN,1.0
06-02,AND,ERW,FIN,1.0
06-04,AND,ERW,FIN,1.0
06-06,AND,ERW,FIN,2.0
07-01,AND,ERW,FIN,1.0
07-02,AND,ERW,FIN,2.0
07-03,AND,ERW,FIN,2.0
07-04,AND,ERW,FIN,2.0
07-08,AND,ERW,FIN,1.0
07-09,AND,ERW,FIN,1.0
08-02,AND,ERW,FIN,1.0
08-03,AND,ERW,FIN,1.0
08-04,AND,ERW,FIN,1.0
08-05,AND,ERW,FIN,1.0
08-05,AND,ERW,FIN,2.0
08-06,AND,ERW,FIN,3.0
08-07,AND,ERW,FIN,1.0
08-08,AND,ERW,FIN,1.0
09-01,AND,ERW,FIN,1.0
09-02,AND,ERW,FIN,1.0
09-04,AND,ERW,FIN,1.0
09-05,AND,ERW,FIN,1.0
09-08,AND,ERW,FIN,4.0
09-09,AND,ERW,FIN,1.0
10-02,AND,ERW,FIN,1.0
10-03,AND,ERW,FIN,2.0
10-06,AND,ERW,FIN,1.0
10-09,AND,ERW,FIN,1.0
10-11,AND,ERW,FIN,1.0
11-02,AND,ERW,FIN,1.0
11-04,AND,ERW,FIN,1.0
11-05,AND,ERW,FIN,2.0
11-08,AND,ERW,FIN,4.0
12-01,AND,ERW,FIN,2.0
12-02,AND,ERW,FIN,2.0
12-03,AND,ERW,FIN,2.0
12-05,AND,ERW,FIN,1.0
12-09,AND,ERW,FIN,1.0
12-11,AND,ERW,FIN,1.0
13-04,AND,ERW,FIN,2.0
13-05,AND,ERW,FIN,3.0
13-07,AND,ERW,FIN,1.0
13-10,AND,ERW,FIN,1.0
13-04,AND,ERW,LIZ WIELINSKI,1.0
01-01,AND,ERW,NOR,6.0
01-02,AND,ERW,NOR,10.0
01-03,AND,ERW,NOR,8.0
01-04,AND,ERW,NOR,9.0
01-05,AND,ERW,NOR,10.0
01-06,AND,ERW,NOR,7.0
01-07,AND,ERW,NOR,1.0
01-08,AND,ERW,NOR,1.0
01-09,AND,ERW,NOR,2.0
01-10,AND,ERW,NOR,4.0
02-01,AND,ERW,NOR,8.0
02-02,AND,ERW,NOR,2.0
02-03,AND,ERW,NOR,3.0
02-05,AND,ERW,NOR,9.0
02-06,AND,ERW,NOR,2.0
02-07,AND,ERW,NOR,2.0
03-02,AND,ERW,NOR,5.0
03-03,AND,ERW,NOR,8.0
03-04,AND,ERW,NOR,5.0
03-05,AND,ERW,NOR,3.0
03-06,AND,ERW,NOR,4.0
03-08,AND,ERW,NOR,2.0
03-09,AND,ERW,NOR,1.0
04-01,AND,ERW,NOR,2.0
04-04,AND,ERW,NOR,2.0
04-05,AND,ERW,NOR,6.0
04-06,AND,ERW,NOR,1.0
04-07,AND,ERW,NOR,6.0
04-08,AND,ERW,NOR,3.0
04-09,AND,ERW,NOR,1.0
05-01,AND,ERW,NOR,2.0
05-02,AND,ERW,NOR,5.0
05-03,AND,ERW,NOR,1.0
05-04,AND,ERW,NOR,2.0
05-05,AND,ERW,NOR,3.0
05-08,AND,ERW,NOR,2.0
05-09,AND,ERW,NOR,2.0
06-02,AND,ERW,NOR,5.0
06-03,AND,ERW,NOR,5.0
06-04,AND,ERW,NOR,3.0
06-06,AND,ERW,NOR,1.0
06-08,AND,ERW,NOR,1.0
07-01,AND,ERW,NOR,14.0
07-02,AND,ERW,NOR,5.0
07-03,AND,ERW,NOR,7.0
07-04,AND,ERW,NOR,5.0
07-05,AND,ERW,NOR,4.0
07-06,AND,ERW,NOR,4.0
07-07,AND,ERW,NOR,3.0
07-08,AND,ERW,NOR,10.0
07-09,AND,ERW,NOR,4.0
07-11,AND,ERW,NOR,6.0
08-01,AND,ERW,NOR,3.0
08-02,AND,ERW,NOR,9.0
08-03,AND,ERW,NOR,1.0
08-04,AND,ERW,NOR,5.0
08-05,AND,ERW,NOR,1.0
08-06,AND,ERW,NOR,11.0
08-07,AND,ERW,NOR,5.0
08-08,AND,ERW,NOR,7.0
08-09,AND,ERW,NOR,3.0
08-10,AND,ERW,NOR,5.0
09-01,AND,ERW,NOR,3.0
09-02,AND,ERW,NOR,15.0
09-03,AND,ERW,NOR,1.0
09-04,AND,ERW,NOR,1.0
09-05,AND,ERW,NOR,8.0
09-06,AND,ERW,NOR,2.0
09-07,AND,ERW,NOR,1.0
09-08,AND,ERW,NOR,4.0
09-09,AND,ERW,NOR,11.0
10-01,AND,ERW,NOR,5.0
10-02,AND,ERW,NOR,7.0
10-03,AND,ERW,NOR,5.0
10-04,AND,ERW,NOR,1.0
10-06,AND,ERW,NOR,7.0
10-07,AND,ERW,NOR,10.0
10-08,AND,ERW,NOR,4.0
10-09,AND,ERW,NOR,7.0
10-10,AND,ERW,NOR,5.0
10-11,AND,ERW,NOR,2.0
11-01,AND,ERW,NOR,7.0
11-02,AND,ERW,NOR,3.0
11-03,AND,ERW,NOR,5.0
11-04,AND,ERW,NOR,3.0
11-05,AND,ERW,NOR,5.0
11-06,AND,ERW,NOR,12.0
11-07,AND,ERW,NOR,8.0
11-08,AND,ERW,NOR,6.0
11-09,AND,ERW,NOR,3.0
12-01,AND,ERW,NOR,12.0
12-02,AND,ERW,NOR,7.0
12-03,AND,ERW,NOR,8.0
12-04,AND,ERW,NOR,1.0
12-05,AND,ERW,NOR,8.0
12-06,AND,ERW,NOR,8.0
12-08,AND,ERW,NOR,15.0
12-09,AND,ERW,NOR,2.0
12-10,AND,ERW,NOR,4.0
12-11,AND,ERW,NOR,5.0
13-01,AND,ERW,NOR,2.0
13-02,AND,ERW,NOR,11.0
13-03,AND,ERW,NOR,3.0
13-04,AND,ERW,NOR,13.0
13-05,AND,ERW,NOR,1.0
13-05,AND,ERW,NOR,18.0
13-06,AND,ERW,NOR,18.0
13-07,AND,ERW,NOR,6.0
13-08,AND,ERW,NOR,10.0
13-09,AND,ERW,NOR,8.0
13-10,AND,ERW,NOR,5.0
03-01,AND,ERW,WAH,1.0
03-09,AND,ERW,WAH,1.0
05-03,AND,ERW,WAH,1.0
05-08,AND,ERW,WAH,1.0
06-02,AND,ERW,WAH,1.0
07-06,AND,ERW,WAH,1.0
07-10,AND,ERW,WAH,1.0
09-10,AND,ERW,WAH,1.0
11-08,AND,ERW,WAH,1.0
12-01,AND,ERW,WAH,1.0
13-09,AND,ERW,WAH,1.0
01-02,AND,ERW,XXX,1.0
01-03,AND,ERW,XXX,1.0
01-05,AND,ERW,XXX,1.0
01-07,AND,ERW,XXX,2.0
02-01,AND,ERW,XXX,3.0
02-02,AND,ERW,XXX,3.0
02-06,AND,ERW,XXX,1.0
03-05,AND,ERW,XXX,1.0
04-03,AND,ERW,XXX,2.0
04-04,AND,ERW,XXX,1.0
04-05,AND,ERW,XXX,1.0
04-06,AND,ERW,XXX,1.0
05-04,AND,ERW,XXX,1.0
05-06,AND,ERW,XXX,1.0
06-02,AND,ERW,XXX,4.0
06-04,AND,ERW,XXX,2.0
06-08,AND,ERW,XXX,2.0
07-01,AND,ERW,XXX,1.0
07-02,AND,ERW,XXX,1.0
07-03,AND,ERW,XXX,1.0
07-06,AND,ERW,XXX,2.0
07-07,AND,ERW,XXX,1.0
08-02,AND,ERW,XXX,1.0
08-06,AND,ERW,XXX,2.0
08-08,AND,ERW,XXX,1.0
08-10,AND,ERW,XXX,3.0
09-01,AND,ERW,XXX,3.0
09-02,AND,ERW,XXX,2.0
09-03,AND,ERW,XXX,1.0
09-04,AND,ERW,XXX,2.0
09-05,AND,ERW,XXX,3.0
09-06,AND,ERW,XXX,1.0
09-08,AND,ERW,XXX,5.0
09-09,AND,ERW,XXX,3.0
09-10,AND,ERW,XXX,1.0
10-06,AND,ERW,XXX,3.0
10-07,AND,ERW,XXX,1.0
11-02,AND,ERW,XXX,2.0
11-05,AND,ERW,XXX,3.0
11-06,AND,ERW,XXX,2.0
11-08,AND,ERW,XXX,1.0
12-01,AND,ERW,XXX,1.0
12-02,AND,ERW,XXX,2.0
12-03,AND,ERW,XXX,1.0
12-05,AND,ERW,XXX,2.0
12-06,AND,ERW,XXX,1.0
12-08,AND,ERW,XXX,4.0
13-04,AND,ERW,XXX,1.0
13-06,AND,ERW,XXX,1.0
13-09,AND,ERW,XXX,2.0
13-10,AND,ERW,XXX,1.0
01-01,AND,ERW,YOU,2.0
01-02,AND,ERW,YOU,3.0
01-03,AND,ERW,YOU,1.0
01-05,AND,ERW,YOU,3.0
01-06,AND,ERW,YOU,1.0
01-07,AND,ERW,YOU,1.0
01-10,AND,ERW,YOU,1.0
02-01,AND,ERW,YOU,2.0
02-02,AND,ERW,YOU,1.0
02-03,AND,ERW,YOU,3.0
02-05,AND,ERW,YOU,7.0
02-06,AND,ERW,YOU,5.0
02-07,AND,ERW,YOU,2.0
02-08,AND,ERW,YOU,2.0
02-11,AND,ERW,YOU,3.0
03-01,AND,ERW,YOU,1.0
03-03,AND,ERW,YOU,3.0
03-05,AND,ERW,YOU,1.0
03-06,AND,ERW,YOU,3.0
03-07,AND,ERW,YOU,2.0
03-08,AND,ERW,YOU,1.0
04-01,AND,ERW,YOU,1.0
04-02,AND,ERW,YOU,3.0
04-03,AND,ERW,YOU,1.0
04-04,AND,ERW,YOU,2.0
04-05,AND,ERW,YOU,4.0
04-06,AND,ERW,YOU,2.0
04-07,AND,ERW,YOU,1.0
04-08,AND,ERW,YOU,2.0
04-09,AND,ERW,YOU,1.0
05-02,AND,ERW,YOU,1.0
05-03,AND,ERW,YOU,1.0
05-06,AND,ERW,YOU,1.0
05-08,AND,ERW,YOU,1.0
06-02,AND,ERW,YOU,2.0
06-03,AND,ERW,YOU,2.0
06-04,AND,ERW,YOU,2.0
06-06,AND,ERW,YOU,1.0
06-08,AND,ERW,YOU,1.0
07-01,AND,ERW,YOU,4.0
07-02,AND,ERW,YOU,3.0
07-03,AND,ERW,YOU,1.0
07-05,AND,ERW,YOU,2.0
07-06,AND,ERW,YOU,1.0
07-07,AND,ERW,YOU,3.0
07-08,AND,ERW,YOU,7.0
08-02,AND,ERW,YOU,5.0
08-03,AND,ERW,YOU,3.0
08-04,AND,ERW,YOU,1.0
08-06,AND,ERW,YOU,1.0
08-07,AND,ERW,YOU,2.0
08-08,AND,ERW,YOU,6.0
08-09,AND,ERW,YOU,1.0
08-10,AND,ERW,YOU,5.0
09-01,AND,ERW,YOU,3.0
09-02,AND,ERW,YOU,6.0
09-05,AND,ERW,YOU,5.0
09-07,AND,ERW,YOU,3.0
09-08,AND,ERW,YOU,6.0
09-09,AND,ERW,YOU,4.0
10-01,AND,ERW,YOU,1.0
10-03,AND,ERW,YOU,1.0
10-04,AND,ERW,YOU,1.0
10-06,AND,ERW,YOU,2.0
10-07,AND,ERW,YOU,2.0
10-10,AND,ERW,YOU,2.0
11-01,AND,ERW,YOU,1.0
11-03,AND,ERW,YOU,6.0
11-04,AND,ERW,YOU,1.0
11-05,AND,ERW,YOU,4.0
11-06,AND,ERW,YOU,1.0
11-07,AND,ERW,YOU,11.0
11-08,AND,ERW,YOU,3.0
11-09,AND,ERW,YOU,3.0
12-01,AND,ERW,YOU,2.0
12-02,AND,ERW,YOU,3.0
12-03,AND,ERW,YOU,2.0
12-04,AND,ERW,YOU,1.0
12-05,AND,ERW,YOU,4.0
12-06,AND,ERW,YOU,2.0
12-08,AND,ERW,YOU,5.0
12-09,AND,ERW,YOU,2.0
12-10,AND,ERW,YOU,2.0
12-11,AND,ERW,YOU,1.0
13-01,AND,ERW,YOU,1.0
13-02,AND,ERW,YOU,4.0
13-03,AND,ERW,YOU,1.0
13-04,AND,ERW,YOU,1.0
13-05,AND,ERW,YOU,2.0
13-06,AND,ERW,YOU,2.0
13-07,AND,ERW,YOU,1.0
13-09,AND,ERW,YOU,2.0
13-10,AND,ERW,YOU,1.0
01-01,AND,FIN,BER,1.0
01-02,AND,FIN,BER,1.0
01-03,AND,FIN,BER,1.0
01-04,AND,FIN,BER,1.0
01-05,AND,FIN,BER,1.0
01-10,AND,FIN,BER,1.0
02-02,AND,FIN,BER,1.0
03-02,AND,FIN,BER,1.0
03-04,AND,FIN,BER,2.0
03-09,AND,FIN,BER,2.0
04-02,AND,FIN,BER,1.0
04-03,AND,FIN,BER,1.0
04-05,AND,FIN,BER,1.0
04-06,AND,FIN,BER,5.0
04-07,AND,FIN,BER,1.0
04-08,AND,FIN,BER,1.0
04-10,AND,FIN,BER,1.0
05-01,AND,FIN,BER,1.0
05-03,AND,FIN,BER,1.0
06-02,AND,FIN,BER,1.0
06-04,AND,FIN,BER,1.0
06-08,AND,FIN,BER,1.0
07-06,AND,FIN,BER,1.0
08-02,AND,FIN,BER,1.0
08-05,AND,FIN,BER,2.0
08-09,AND,FIN,BER,1.0
08-10,AND,FIN,BER,2.0
09-02,AND,FIN,BER,3.0
09-09,AND,FIN,BER,1.0
10-07,AND,FIN,BER,1.0
10-11,AND,FIN,BER,1.0
11-01,AND,FIN,BER,1.0
11-04,AND,FIN,BER,1.0
11-06,AND,FIN,BER,2.0
11-08,AND,FIN,BER,1.0
11-09,AND,FIN,BER,1.0
12-01,AND,FIN,BER,1.0
12-02,AND,FIN,BER,3.0
12-03,AND,FIN,BER,1.0
12-09,AND,FIN,BER,1.0
13-05,AND,FIN,BER,1.0
13-08,AND,FIN,BER,2.0
13-10,AND,FIN,BER,2.0
01-01,AND,FIN,BUT,1.0
03-07,AND,FIN,BUT,1.0
03-08,AND,FIN,BUT,1.0
04-04,AND,FIN,BUT,1.0
04-06,AND,FIN,BUT,1.0
05-04,AND,FIN,BUT,2.0
05-05,AND,FIN,BUT,1.0
07-10,AND,FIN,BUT,3.0
08-07,AND,FIN,BUT,1.0
08-09,AND,FIN,BUT,1.0
08-10,AND,FIN,BUT,1.0
09-02,AND,FIN,BUT,1.0
09-03,AND,FIN,BUT,1.0
11-01,AND,FIN,BUT,1.0
11-09,AND,FIN,BUT,1.0
12-02,AND,FIN,BUT,1.0
13-10,AND,FIN,BUT,1.0
12-01,AND,FIN,DAN RIONS,1.0
01-02,AND,FIN,ERW,3.0
01-03,AND,FIN,ERW,5.0
02-01,AND,FIN,ERW,1.0
02-06,AND,FIN,ERW,2.0
03-03,AND,FIN,ERW,1.0
04-01,AND,FIN,ERW,1.0
04-03,AND,FIN,ERW,1.0
04-04,AND,FIN,ERW,1.0
04-08,AND,FIN,ERW,1.0
05-01,AND,FIN,ERW,1.0
05-03,AND,FIN,ERW,2.0
05-08,AND,FIN,ERW,1.0
07-02,AND,FIN,ERW,3.0
07-03,AND,FIN,ERW,1.0
07-04,AND,FIN,ERW,1.0
07-07,AND,FIN,ERW,1.0
07-08,AND,FIN,ERW,5.0
07-11,AND,FIN,ERW,1.0
08-08,AND,FIN,ERW,2.0
08-10,AND,FIN,ERW,2.0
09-02,AND,FIN,ERW,1.0
